"loan_status","loan_amnt","grade","home_ownership","annual_inc","emp_length","int_rate","age","emp_cat","ir_cat"
0,10000,"B","MORTGAGE",1e+05,6,NA,28,"0-15","Missing"
1,12000,"C","OWN",87500,7,NA,21,"0-15","Missing"
0,6000,"A","RENT",55000,0,6.03,24,"0-15","0-8"
1,2400,"B","MORTGAGE",31000,30,10.65,30,"15-30","8-11"
0,16000,"C","MORTGAGE",162000,15,15.96,24,"0-15","13.5+"
0,14000,"A","RENT",75000,12,6.03,42,"0-15","0-8"
0,6500,"A","MORTGAGE",30000,14,6.62,26,"0-15","0-8"
1,5000,"B","RENT",30000,4,9.91,31,"0-15","8-11"
0,10000,"A","OWN",42000,12,6.03,22,"0-15","0-8"
0,2500,"A","MORTGAGE",33600,3,8.9,24,"0-15","8-11"
0,9600,"B","RENT",75000,8,12.69,25,"0-15","11-13.5"
0,4000,"A","RENT",30000,3,7.9,22,"0-15","0-8"
0,9000,"D","RENT",56000,34,NA,24,"30-45","Missing"
0,7200,"A","MORTGAGE",105000,4,7.51,23,"0-15","0-8"
0,2500,"B","MORTGAGE",68000,7,11.71,28,"0-15","11-13.5"
0,7000,"D","MORTGAGE",80000,15,16.29,23,"0-15","13.5+"
0,7500,"A","MORTGAGE",140000,9,6.62,45,"0-15","0-8"
0,30000,"A","MORTGAGE",94000,15,6.62,29,"0-15","0-8"
0,3625,"A","RENT",65000,3,6.03,32,"0-15","0-8"
0,20000,"A","RENT",66000,4,8.9,32,"0-15","8-11"
0,2250,"B","RENT",48000,5,NA,27,"0-15","Missing"
0,11000,"B","MORTGAGE",82500,36,10.65,36,"30-45","8-11"
0,7000,"C","MORTGAGE",55000,4,13.49,34,"0-15","11-13.5"
1,1000,"C","RENT",18000,0,13.49,28,"0-15","11-13.5"
0,15700,"A","MORTGAGE",58000,11,7.9,24,"0-15","0-8"
0,8800,"B","MORTGAGE",109000,3,12.69,24,"0-15","11-13.5"
0,19750,"A","RENT",38000,3,7.51,23,"0-15","0-8"
0,11200,"A","MORTGAGE",54000,37,6.03,32,"30-45","0-8"
1,6775,"A","RENT",75000,15,7.9,25,"0-15","0-8"
1,6000,"C","MORTGAGE",85000,11,13.49,22,"0-15","11-13.5"
0,3500,"A","OWN",70254,15,6.62,28,"0-15","0-8"
0,4000,"A","RENT",45000,4,7.9,21,"0-15","0-8"
0,6000,"C","RENT",30000,0,13.49,23,"0-15","11-13.5"
0,2500,"D","RENT",45300,5,16.29,30,"0-15","13.5+"
0,4400,"B","RENT",24000,5,12.42,53,"0-15","11-13.5"
0,13250,"A","RENT",45000,2,7.9,30,"0-15","0-8"
0,6000,"B","RENT",80000,3,12.69,32,"0-15","11-13.5"
0,2400,"D","RENT",32400,3,16.77,22,"0-15","13.5+"
0,16000,"A","OWN",56100,13,6.03,33,"0-15","0-8"
0,4800,"A","RENT",118000,7,8.9,28,"0-15","8-11"
0,7000,"A","MORTGAGE",88800,16,6.62,30,"15-30","0-8"
0,16100,"A","MORTGAGE",75000,7,7.9,23,"0-15","0-8"
1,4500,"C","OWN",55000,3,13.49,27,"0-15","11-13.5"
1,6800,"B","RENT",52852,3,10.65,23,"0-15","8-11"
0,10000,"A","RENT",56000,2,6.03,24,"0-15","0-8"
0,6000,"A","RENT",55000,8,6.62,22,"0-15","0-8"
0,19450,"B","MORTGAGE",82600,6,9.91,29,"0-15","8-11"
0,2400,"B","RENT",70000,4,10.65,28,"0-15","8-11"
0,14000,"A","MORTGAGE",115200,1,6.62,25,"0-15","0-8"
0,10000,"A","MORTGAGE",150000,16,7.9,35,"15-30","0-8"
0,1950,"B","RENT",90000,6,12.42,36,"0-15","11-13.5"
0,2900,"B","RENT",31200,0,9.91,26,"0-15","8-11"
0,6000,"B","MORTGAGE",40058,5,9.91,22,"0-15","8-11"
0,9000,"B","RENT",30000,2,NA,22,"0-15","Missing"
0,2450,"A","RENT",24000,0,7.9,22,"0-15","0-8"
0,8850,"B","RENT",30000,0,NA,24,"0-15","Missing"
0,15000,"A","OWN",57000,17,6.03,27,"15-30","0-8"
1,5600,"B","MORTGAGE",39000,8,11.71,29,"0-15","11-13.5"
0,4800,"C","RENT",50000,8,15.96,25,"0-15","13.5+"
0,6075,"A","MORTGAGE",66300,5,6.03,32,"0-15","0-8"
0,9500,"D","MORTGAGE",46000,2,16.77,31,"0-15","13.5+"
0,4200,"A","MORTGAGE",108000,14,NA,24,"0-15","Missing"
0,6000,"D","RENT",26400,2,16.29,35,"0-15","13.5+"
0,6300,"A","RENT",54503,11,7.51,25,"0-15","0-8"
0,15000,"B","RENT",57000,4,9.91,29,"0-15","8-11"
0,5000,"A","RENT",37500,6,6.03,32,"0-15","0-8"
0,3000,"D","RENT",57996,4,NA,65,"0-15","Missing"
0,5500,"B","MORTGAGE",72060,7,11.71,22,"0-15","11-13.5"
0,5500,"A","RENT",60000,11,7.51,30,"0-15","0-8"
0,4500,"A","RENT",55000,2,7.9,24,"0-15","0-8"
1,15000,"C","MORTGAGE",90000,6,15.27,38,"0-15","13.5+"
0,25000,"B","MORTGAGE",110000,NA,9.91,23,"Missing","8-11"
0,13200,"B","OWN",52000,1,12.42,21,"0-15","11-13.5"
0,5000,"A","MORTGAGE",38000,5,6.62,35,"0-15","0-8"
0,12000,"B","RENT",50600,9,9.91,27,"0-15","8-11"
0,8000,"D","RENT",56888,8,16.29,27,"0-15","13.5+"
1,10000,"C","RENT",39000,0,15.96,25,"0-15","13.5+"
0,30000,"B","OWN",80196,2,9.91,23,"0-15","8-11"
0,35000,"D","MORTGAGE",305000,0,17.58,31,"0-15","13.5+"
0,4700,"A","RENT",41000,12,7.9,23,"0-15","0-8"
0,1800,"B","RENT",21000,2,10.65,24,"0-15","8-11"
0,7425,"A","MORTGAGE",65000,15,6.03,23,"0-15","0-8"
0,25600,"B","MORTGAGE",85000,17,12.69,24,"15-30","11-13.5"
0,4400,"E","RENT",14400,0,19.91,22,"0-15","13.5+"
0,3600,"B","RENT",31000,4,12.69,22,"0-15","11-13.5"
0,16000,"B","RENT",40000,3,11.71,25,"0-15","11-13.5"
0,5000,"A","MORTGAGE",35000,5,7.9,22,"0-15","0-8"
1,2100,"B","RENT",105000,2,9.91,24,"0-15","8-11"
0,15000,"C","RENT",42000,7,13.49,23,"0-15","11-13.5"
0,9000,"D","RENT",45600,5,16.29,38,"0-15","13.5+"
0,3000,"B","RENT",51600,15,10.65,24,"0-15","8-11"
0,12000,"A","RENT",93000,13,8.9,27,"0-15","8-11"
0,1800,"C","RENT",45000,3,14.27,36,"0-15","13.5+"
0,10625,"A","RENT",35000,1,7.9,29,"0-15","0-8"
0,18000,"F","MORTGAGE",72000,15,20.89,25,"0-15","13.5+"
0,6400,"A","OWN",27000,4,7.9,23,"0-15","0-8"
0,12000,"C","RENT",65000,24,NA,33,"15-30","Missing"
0,17500,"A","RENT",75000,4,7.9,26,"0-15","0-8"
0,9600,"A","MORTGAGE",60000,24,6.03,25,"15-30","0-8"
0,12000,"B","RENT",38340,9,11.71,25,"0-15","11-13.5"
0,8000,"B","MORTGAGE",84996,4,12.69,30,"0-15","11-13.5"
0,4000,"A","MORTGAGE",62400,14,8.9,24,"0-15","8-11"
0,6400,"B","RENT",65000,2,10.65,24,"0-15","8-11"
0,15000,"C","RENT",34800,10,14.27,22,"0-15","13.5+"
0,2200,"B","RENT",38400,5,12.69,25,"0-15","11-13.5"
0,8000,"A","MORTGAGE",120000,2,NA,35,"0-15","Missing"
0,5600,"A","RENT",38000,5,6.62,24,"0-15","0-8"
0,5000,"D","RENT",60000,6,17.27,22,"0-15","13.5+"
0,5000,"B","RENT",49000,4,10.65,24,"0-15","8-11"
1,6000,"B","OWN",68000,8,12.42,25,"0-15","11-13.5"
0,5000,"B","MORTGAGE",70000,4,11.71,28,"0-15","11-13.5"
0,5000,"B","RENT",35000,18,10.65,21,"15-30","8-11"
0,3000,"D","RENT",46000,NA,17.27,24,"Missing","13.5+"
0,7200,"D","MORTGAGE",65000,17,16.29,43,"15-30","13.5+"
0,9000,"B","RENT",65000,1,9.91,22,"0-15","8-11"
0,6200,"A","RENT",65000,8,NA,23,"0-15","Missing"
0,4000,"D","RENT",50000,1,17.58,24,"0-15","13.5+"
0,14000,"D","MORTGAGE",145000,0,16.77,29,"0-15","13.5+"
0,15000,"B","MORTGAGE",1e+05,16,11.71,33,"15-30","11-13.5"
0,2700,"A","RENT",32000,1,NA,24,"0-15","Missing"
0,21600,"A","RENT",112140,20,7.9,24,"15-30","0-8"
0,13225,"B","RENT",88000,1,12.42,31,"0-15","11-13.5"
0,20000,"B","OWN",48000,9,11.71,23,"0-15","11-13.5"
1,3000,"B","OWN",50000,6,9.91,26,"0-15","8-11"
0,16000,"A","MORTGAGE",90000,13,6.03,22,"0-15","0-8"
0,5000,"D","MORTGAGE",82000,5,16.77,23,"0-15","13.5+"
0,32000,"A","MORTGAGE",135000,8,7.9,30,"0-15","0-8"
0,7000,"A","MORTGAGE",25200,2,6.03,22,"0-15","0-8"
1,8000,"A","RENT",42672.48,22,7.9,27,"15-30","0-8"
0,2200,"B","RENT",7200,NA,9.91,29,"Missing","8-11"
0,6000,"B","RENT",160000,6,10.65,42,"0-15","8-11"
0,3000,"A","OWN",18000,3,7.9,22,"0-15","0-8"
0,1000,"C","RENT",25000,1,14.65,26,"0-15","13.5+"
0,4000,"D","RENT",175000,NA,16.29,29,"Missing","13.5+"
0,11000,"D","MORTGAGE",58000,3,16.77,24,"0-15","13.5+"
0,20000,"A","RENT",140000,4,7.9,27,"0-15","0-8"
0,6000,"A","MORTGAGE",62000,2,7.51,21,"0-15","0-8"
0,6300,"C","RENT",50724,7,15.96,22,"0-15","13.5+"
0,6000,"A","RENT",23000,4,8.9,27,"0-15","8-11"
0,10000,"D","MORTGAGE",95234,31,18.25,35,"30-45","13.5+"
0,9200,"A","OWN",56000,5,6.03,29,"0-15","0-8"
0,9975,"D","RENT",79000,2,16.29,40,"0-15","13.5+"
0,7750,"A","OWN",21084,NA,7.51,28,"Missing","0-8"
0,22400,"B","MORTGAGE",110000,12,NA,28,"0-15","Missing"
1,17000,"C","MORTGAGE",75000,1,15.27,22,"0-15","13.5+"
0,9600,"A","MORTGAGE",71000,11,7.51,23,"0-15","0-8"
0,8600,"A","MORTGAGE",53724,7,6.03,23,"0-15","0-8"
0,6400,"D","MORTGAGE",58000,13,16.29,44,"0-15","13.5+"
0,12800,"A","RENT",40000,0,8.9,22,"0-15","8-11"
0,5400,"A","MORTGAGE",47000,2,8.9,21,"0-15","8-11"
0,5000,"C","RENT",98000,19,15.96,44,"15-30","13.5+"
0,9600,"A","MORTGAGE",73000,7,7.9,32,"0-15","0-8"
1,8000,"A","MORTGAGE",36000,NA,6.62,26,"Missing","0-8"
1,10000,"D","OWN",36000,4,16.29,36,"0-15","13.5+"
0,7500,"D","RENT",115000,0,16.77,29,"0-15","13.5+"
0,18000,"A","MORTGAGE",99000,11,8.9,22,"0-15","8-11"
0,8325,"A","RENT",26900,1,7.51,31,"0-15","0-8"
0,7000,"A","RENT",24000,0,7.51,31,"0-15","0-8"
0,6000,"A","RENT",34039.08,NA,7.9,22,"Missing","0-8"
0,18825,"A","MORTGAGE",55530,18,8.9,29,"15-30","8-11"
0,5000,"B","MORTGAGE",55000,11,9.91,25,"0-15","8-11"
0,8400,"D","RENT",68926.08,4,17.27,26,"0-15","13.5+"
1,2500,"B","MORTGAGE",32000,4,11.71,21,"0-15","11-13.5"
0,5000,"A","RENT",85000,11,7.9,33,"0-15","0-8"
0,4200,"C","MORTGAGE",65000,9,15.27,24,"0-15","13.5+"
0,8500,"A","OWN",25000,2,7.51,40,"0-15","0-8"
1,6000,"A","MORTGAGE",71000,4,8.9,25,"0-15","8-11"
0,15350,"A","MORTGAGE",45600,6,8.9,27,"0-15","8-11"
0,12000,"C","RENT",75000,6,13.49,22,"0-15","11-13.5"
0,5000,"B","MORTGAGE",78000,5,11.71,23,"0-15","11-13.5"
0,7000,"A","RENT",72000,0,7.9,23,"0-15","0-8"
0,2000,"C","RENT",25209.6,6,NA,44,"0-15","Missing"
0,12000,"A","MORTGAGE",128000,4,6.03,24,"0-15","0-8"
0,10200,"A","RENT",132000,3,7.51,36,"0-15","0-8"
0,15000,"A","OWN",36000,11,7.9,36,"0-15","0-8"
1,3000,"A","RENT",35000,19,6.62,25,"15-30","0-8"
0,16000,"A","MORTGAGE",144000,13,6.62,29,"0-15","0-8"
0,24000,"A","RENT",66000,6,NA,23,"0-15","Missing"
0,14000,"A","MORTGAGE",160000,12,6.62,38,"0-15","0-8"
0,7000,"B","MORTGAGE",275000,14,11.71,30,"0-15","11-13.5"
0,2200,"B","MORTGAGE",86015,3,NA,43,"0-15","Missing"
1,7000,"A","RENT",80000,18,6.03,23,"15-30","0-8"
0,7200,"B","MORTGAGE",170000,13,9.91,46,"0-15","8-11"
0,1900,"A","MORTGAGE",72000,22,7.51,31,"15-30","0-8"
0,10000,"A","RENT",40000,0,7.9,23,"0-15","0-8"
0,14500,"A","MORTGAGE",125000,14,NA,36,"0-15","Missing"
0,9100,"A","MORTGAGE",42000,11,NA,25,"0-15","Missing"
0,17000,"A","RENT",55782,3,7.51,24,"0-15","0-8"
0,3000,"A","RENT",48000,2,NA,25,"0-15","Missing"
0,2200,"A","RENT",14400,4,5.99,29,"0-15","0-8"
0,25600,"B","RENT",120000,1,12.69,23,"0-15","11-13.5"
0,9600,"B","RENT",69996,1,11.71,24,"0-15","11-13.5"
0,7200,"A","MORTGAGE",50000,7,6.62,26,"0-15","0-8"
0,12000,"A","RENT",75000,0,6.62,24,"0-15","0-8"
0,15000,"B","RENT",156000,2,12.42,26,"0-15","11-13.5"
0,10000,"B","RENT",50000,1,11.71,24,"0-15","11-13.5"
0,7600,"A","MORTGAGE",30000,7,6.03,21,"0-15","0-8"
1,15000,"B","RENT",40000,1,11.71,23,"0-15","11-13.5"
0,3000,"A","MORTGAGE",45000,2,7.9,39,"0-15","0-8"
0,4000,"B","RENT",21864,1,12.42,29,"0-15","11-13.5"
0,15000,"C","RENT",28800,1,14.65,28,"0-15","13.5+"
0,6000,"A","MORTGAGE",52000,2,8.9,26,"0-15","8-11"
0,15000,"A","MORTGAGE",50000,3,8.9,24,"0-15","8-11"
0,15000,"A","OWN",62000,4,6.03,29,"0-15","0-8"
0,4000,"C","MORTGAGE",44000,2,15.27,23,"0-15","13.5+"
0,3000,"B","MORTGAGE",67000,9,10.65,31,"0-15","8-11"
0,18000,"C","RENT",60372,4,14.65,28,"0-15","13.5+"
0,9000,"B","RENT",86250,1,12.69,24,"0-15","11-13.5"
0,3825,"C","RENT",29950,4,14.27,28,"0-15","13.5+"
0,14000,"A","RENT",82000,4,7.9,22,"0-15","0-8"
0,6000,"A","RENT",25200,3,7.9,27,"0-15","0-8"
0,2350,"B","RENT",14400,NA,9.91,26,"Missing","8-11"
1,3500,"A","MORTGAGE",86964,0,7.9,23,"0-15","0-8"
0,8000,"D","MORTGAGE",65000,2,17.27,26,"0-15","13.5+"
0,1000,"B","OWN",50000,36,9.91,22,"30-45","8-11"
0,12000,"B","RENT",36000,0,9.91,25,"0-15","8-11"
0,2400,"B","MORTGAGE",92000,5,12.69,23,"0-15","11-13.5"
1,6100,"A","MORTGAGE",50000,0,NA,23,"0-15","Missing"
0,6000,"B","MORTGAGE",96000,14,12.69,28,"0-15","11-13.5"
0,15000,"C","MORTGAGE",72000,26,NA,27,"15-30","Missing"
0,12000,"A","RENT",80000,3,6.62,32,"0-15","0-8"
1,8000,"A","MORTGAGE",40000,8,6.62,44,"0-15","0-8"
0,7000,"C","RENT",90000,8,13.49,26,"0-15","11-13.5"
0,25000,"A","MORTGAGE",131004,5,7.9,28,"0-15","0-8"
1,7000,"C","RENT",38000,2,14.65,29,"0-15","13.5+"
0,3000,"C","RENT",70000,1,14.27,23,"0-15","13.5+"
0,14000,"A","RENT",105000,6,6.03,37,"0-15","0-8"
0,8000,"A","RENT",164000,11,NA,40,"0-15","Missing"
0,5000,"A","RENT",32400,NA,8.9,29,"Missing","8-11"
0,10000,"C","RENT",90000,7,14.27,27,"0-15","13.5+"
0,11000,"A","MORTGAGE",80000,4,6.62,25,"0-15","0-8"
0,8000,"B","OWN",36000,5,10.65,24,"0-15","8-11"
0,11000,"B","OWN",45843.2,2,11.71,23,"0-15","11-13.5"
0,9000,"A","MORTGAGE",52260,4,7.51,28,"0-15","0-8"
1,2500,"C","MORTGAGE",104085,4,15.27,25,"0-15","13.5+"
0,12000,"A","RENT",53000,4,6.03,30,"0-15","0-8"
0,10000,"B","RENT",33000,4,11.99,23,"0-15","11-13.5"
0,10000,"B","MORTGAGE",68000,7,9.91,23,"0-15","8-11"
0,15000,"A","RENT",50000,4,8.9,36,"0-15","8-11"
0,3000,"B","RENT",25000,3,12.69,22,"0-15","11-13.5"
0,1200,"A","OWN",42000,7,6.62,30,"0-15","0-8"
0,14400,"B","RENT",58000,0,9.91,33,"0-15","8-11"
0,15000,"A","RENT",36000,3,6.62,21,"0-15","0-8"
0,10000,"A","MORTGAGE",50000,8,6.03,36,"0-15","0-8"
0,12800,"A","MORTGAGE",60000,6,6.62,39,"0-15","0-8"
0,8000,"C","RENT",71000,12,13.49,26,"0-15","11-13.5"
0,9350,"A","MORTGAGE",48500,5,NA,30,"0-15","Missing"
0,7500,"B","OWN",21000,13,12.69,23,"0-15","11-13.5"
0,11200,"B","MORTGAGE",71000,11,12.42,37,"0-15","11-13.5"
0,2975,"A","RENT",49800,6,7.9,21,"0-15","0-8"
1,5000,"B","MORTGAGE",64800,7,11.71,29,"0-15","11-13.5"
0,9000,"B","MORTGAGE",90000,0,12.69,25,"0-15","11-13.5"
0,5000,"B","OWN",120000,7,10.65,28,"0-15","8-11"
0,5000,"A","RENT",44004,2,8.9,22,"0-15","8-11"
0,4200,"B","RENT",55000,28,9.91,23,"15-30","8-11"
0,4800,"A","RENT",40000,0,NA,27,"0-15","Missing"
0,5100,"A","MORTGAGE",30000,3,7.9,30,"0-15","0-8"
0,20000,"A","RENT",54000,2,7.9,28,"0-15","0-8"
0,30000,"A","MORTGAGE",84000,10,7.9,34,"0-15","0-8"
0,12000,"A","RENT",75000,0,7.9,43,"0-15","0-8"
0,16000,"A","MORTGAGE",67200,7,6.03,23,"0-15","0-8"
0,28250,"D","MORTGAGE",120000,7,16.77,32,"0-15","13.5+"
0,16000,"A","MORTGAGE",75000,3,6.62,24,"0-15","0-8"
0,5000,"A","MORTGAGE",115000,26,6.03,29,"15-30","0-8"
0,18950,"C","RENT",60000,7,15.96,30,"0-15","13.5+"
1,12000,"D","MORTGAGE",44004,0,16.77,27,"0-15","13.5+"
0,1800,"C","RENT",57000,0,14.27,22,"0-15","13.5+"
0,2500,"A","RENT",15889.2,NA,6.62,29,"Missing","0-8"
1,5000,"A","MORTGAGE",92000,9,NA,30,"0-15","Missing"
0,4200,"B","MORTGAGE",120000,2,12.69,34,"0-15","11-13.5"
0,1500,"E","RENT",64000,2,19.03,51,"0-15","13.5+"
0,4000,"D","RENT",32500,5,16.29,24,"0-15","13.5+"
0,12000,"A","RENT",47000,8,6.03,22,"0-15","0-8"
0,10625,"A","MORTGAGE",40000,0,6.62,29,"0-15","0-8"
0,10000,"B","MORTGAGE",43200,5,12.69,23,"0-15","11-13.5"
0,5500,"C","RENT",73700,0,14.65,24,"0-15","13.5+"
0,3500,"C","RENT",79500,4,13.49,31,"0-15","11-13.5"
0,5000,"A","MORTGAGE",40000,16,6.62,21,"15-30","0-8"
0,6200,"B","RENT",46200,5,12.42,22,"0-15","11-13.5"
0,3000,"A","RENT",39000,0,7.9,28,"0-15","0-8"
0,6000,"B","RENT",45000,1,11.71,26,"0-15","11-13.5"
0,6000,"B","MORTGAGE",150792,25,11.71,27,"15-30","11-13.5"
1,15000,"C","MORTGAGE",104000,3,14.27,26,"0-15","13.5+"
0,13800,"C","MORTGAGE",48000,27,13.49,26,"15-30","11-13.5"
0,2400,"B","MORTGAGE",22000,0,11.71,22,"0-15","11-13.5"
0,1400,"C","RENT",33000,1,14.27,22,"0-15","13.5+"
0,12000,"A","MORTGAGE",58608,9,6.03,22,"0-15","0-8"
0,4000,"B","RENT",35000,1,10.65,31,"0-15","8-11"
0,6000,"B","RENT",45000,6,11.71,38,"0-15","11-13.5"
0,7400,"A","MORTGAGE",31075,3,7.51,34,"0-15","0-8"
0,12000,"A","MORTGAGE",76000,20,6.03,24,"15-30","0-8"
0,14000,"B","RENT",56000,2,10.65,27,"0-15","8-11"
0,20000,"A","MORTGAGE",90000,4,7.9,24,"0-15","0-8"
0,7400,"B","RENT",42000,4,NA,23,"0-15","Missing"
0,7000,"E","MORTGAGE",54000,6,18.64,25,"0-15","13.5+"
0,6000,"A","MORTGAGE",130992,6,7.51,23,"0-15","0-8"
0,3600,"C","MORTGAGE",43000,6,13.49,45,"0-15","11-13.5"
0,5000,"B","RENT",35000,2,11.71,22,"0-15","11-13.5"
0,6000,"A","RENT",125004,15,7.51,28,"0-15","0-8"
0,22800,"B","OWN",43000,2,12.69,22,"0-15","11-13.5"
0,32000,"A","OWN",350000,3,6.62,30,"0-15","0-8"
0,20000,"A","RENT",50000,2,7.51,55,"0-15","0-8"
0,3600,"B","MORTGAGE",46858.08,NA,9.91,28,"Missing","8-11"
0,14000,"A","RENT",40000,4,6.03,24,"0-15","0-8"
1,6000,"C","RENT",45000,0,13.49,25,"0-15","11-13.5"
0,28000,"B","MORTGAGE",124800,4,NA,23,"0-15","Missing"
0,14000,"A","RENT",180000,16,6.03,41,"15-30","0-8"
0,14000,"A","MORTGAGE",85000,12,6.03,23,"0-15","0-8"
0,4000,"A","RENT",45000,0,NA,28,"0-15","Missing"
0,5000,"B","RENT",41600,0,10.65,34,"0-15","8-11"
0,4000,"A","MORTGAGE",60000,4,7.9,24,"0-15","0-8"
0,5000,"B","RENT",145000,16,12.69,27,"15-30","11-13.5"
0,5000,"B","RENT",43680,5,10.65,26,"0-15","8-11"
0,12000,"B","MORTGAGE",154000,1,12.69,54,"0-15","11-13.5"
0,6000,"A","RENT",60000,1,NA,23,"0-15","Missing"
1,3000,"A","MORTGAGE",37000,18,7.51,32,"15-30","0-8"
1,5000,"D","RENT",50400,4,16.29,23,"0-15","13.5+"
0,3500,"B","RENT",66660,0,NA,25,"0-15","Missing"
0,5150,"A","MORTGAGE",111000,3,6.62,31,"0-15","0-8"
1,4800,"B","MORTGAGE",36000,4,10.65,23,"0-15","8-11"
1,7600,"D","MORTGAGE",48000,NA,16.29,28,"Missing","13.5+"
0,20000,"A","MORTGAGE",120000,NA,7.51,27,"Missing","0-8"
0,11875,"B","RENT",50000,6,10.65,25,"0-15","8-11"
0,1400,"C","RENT",58000,3,15.27,27,"0-15","13.5+"
0,2400,"A","MORTGAGE",39600,16,6.03,34,"15-30","0-8"
1,20000,"C","MORTGAGE",90000,6,15.27,25,"0-15","13.5+"
0,10000,"B","RENT",157500,1,12.69,23,"0-15","11-13.5"
0,12000,"A","RENT",48400,1,6.62,32,"0-15","0-8"
0,4800,"C","RENT",14400,2,14.65,28,"0-15","13.5+"
0,12000,"A","RENT",60000,4,8.9,24,"0-15","8-11"
0,15000,"A","MORTGAGE",113698,7,7.9,23,"0-15","0-8"
0,12000,"A","RENT",88000,11,6.62,49,"0-15","0-8"
0,5100,"A","OWN",98000,10,6.03,31,"0-15","0-8"
1,4800,"C","RENT",48000,2,14.27,26,"0-15","13.5+"
1,10000,"C","RENT",132600,5,13.49,31,"0-15","11-13.5"
0,10000,"A","MORTGAGE",90000,0,6.62,26,"0-15","0-8"
0,12000,"A","MORTGAGE",62000,6,7.51,29,"0-15","0-8"
0,7000,"B","RENT",45000,16,9.91,36,"15-30","8-11"
0,24000,"A","RENT",60000,0,7.9,26,"0-15","0-8"
0,3000,"A","MORTGAGE",75000,3,7.9,34,"0-15","0-8"
0,2000,"C","RENT",46800,9,14.65,33,"0-15","13.5+"
0,4000,"A","RENT",65000,3,6.62,25,"0-15","0-8"
0,10000,"A","RENT",90000,0,NA,24,"0-15","Missing"
0,21200,"B","MORTGAGE",95000,1,9.91,44,"0-15","8-11"
0,5600,"A","RENT",55692,20,6.62,21,"15-30","0-8"
0,9800,"F","MORTGAGE",110400,3,NA,26,"0-15","Missing"
0,1500,"A","RENT",50400,27,NA,24,"15-30","Missing"
0,28000,"C","MORTGAGE",72000,3,15.96,28,"0-15","13.5+"
1,13275,"C","RENT",38040,NA,NA,30,"Missing","Missing"
1,30000,"B","RENT",84000,4,12.69,22,"0-15","11-13.5"
0,2400,"C","MORTGAGE",26000,1,14.27,31,"0-15","13.5+"
0,3500,"B","RENT",33000,0,11.71,21,"0-15","11-13.5"
0,28000,"A","MORTGAGE",128600,15,7.9,25,"0-15","0-8"
0,7200,"A","RENT",43108,7,6.03,29,"0-15","0-8"
0,8100,"A","RENT",85000,6,NA,24,"0-15","Missing"
0,15000,"A","MORTGAGE",55000,3,6.62,24,"0-15","0-8"
0,4500,"A","RENT",41700,0,NA,29,"0-15","Missing"
0,8000,"A","RENT",26000,3,7.9,35,"0-15","0-8"
0,2600,"A","RENT",1e+05,3,7.9,25,"0-15","0-8"
0,10000,"A","RENT",121200,1,6.03,41,"0-15","0-8"
0,9000,"A","MORTGAGE",84191,5,6.62,26,"0-15","0-8"
0,9600,"C","MORTGAGE",84500,13,15.27,28,"0-15","13.5+"
0,5375,"B","RENT",23400,2,NA,41,"0-15","Missing"
0,7000,"B","RENT",96000,6,9.91,24,"0-15","8-11"
0,3350,"A","RENT",36000,8,7.9,25,"0-15","0-8"
1,9000,"C","MORTGAGE",78000,4,15.96,31,"0-15","13.5+"
0,12800,"A","RENT",77385.19,4,NA,24,"0-15","Missing"
0,14825,"A","MORTGAGE",72000,2,6.03,49,"0-15","0-8"
0,6425,"A","MORTGAGE",113000,5,6.03,27,"0-15","0-8"
1,9375,"B","RENT",30000,1,11.71,22,"0-15","11-13.5"
0,7500,"A","RENT",55000,24,6.03,22,"15-30","0-8"
0,15000,"A","MORTGAGE",65000,4,7.51,33,"0-15","0-8"
0,7875,"B","MORTGAGE",55680,4,10.65,24,"0-15","8-11"
1,4050,"A","MORTGAGE",75000,17,7.51,31,"15-30","0-8"
0,1500,"A","MORTGAGE",60100,6,6.03,34,"0-15","0-8"
0,5500,"B","RENT",72000,20,9.91,24,"15-30","8-11"
0,18000,"B","MORTGAGE",180000,31,9.91,46,"30-45","8-11"
0,35000,"A","MORTGAGE",151000,8,8.9,38,"0-15","8-11"
0,25000,"A","RENT",65800,18,7.51,31,"15-30","0-8"
0,10000,"A","OWN",52000,10,8.9,26,"0-15","8-11"
0,25000,"B","MORTGAGE",74000,21,12.69,21,"15-30","11-13.5"
0,4200,"A","RENT",40000,0,7.51,21,"0-15","0-8"
0,30000,"B","MORTGAGE",140000,5,11.71,31,"0-15","11-13.5"
0,23450,"A","MORTGAGE",95000,5,7.9,28,"0-15","0-8"
0,10000,"B","RENT",96000,40,10.65,23,"30-45","8-11"
0,26000,"C","RENT",85000,0,14.27,45,"0-15","13.5+"
0,7125,"A","MORTGAGE",99600,21,7.51,22,"15-30","0-8"
0,3600,"D","RENT",105000,1,16.77,22,"0-15","13.5+"
0,5000,"B","OWN",37000,3,9.91,27,"0-15","8-11"
0,12000,"B","OWN",50000,2,NA,34,"0-15","Missing"
0,5000,"A","OWN",54080,19,7.51,26,"15-30","0-8"
0,24000,"A","MORTGAGE",153660,3,7.9,35,"0-15","0-8"
0,11325,"A","MORTGAGE",46700,43,7.51,32,"30-45","0-8"
0,9150,"A","MORTGAGE",122500,4,6.03,43,"0-15","0-8"
0,5400,"A","RENT",36000,NA,8.9,26,"Missing","8-11"
0,28000,"A","MORTGAGE",250000,8,7.9,40,"0-15","0-8"
