,freq,angle,ch_length,velocity,thickness,dec
504,1600,0.0,0.1524,31.7,0.002094050,130.817
505,2000,0.0,0.1524,31.7,0.002094050,128.907
506,2500,0.0,0.1524,31.7,0.002094050,125.867
507,3150,0.0,0.1524,31.7,0.002094050,124.207
508,4000,0.0,0.1524,31.7,0.002094050,123.807
509,5000,0.0,0.1524,31.7,0.002094050,122.397
510,6300,0.0,0.1524,31.7,0.002094050,119.737
511,8000,0.0,0.1524,31.7,0.002094050,117.957
512,630,2.7,0.1524,71.3,0.002438510,127.404
513,800,2.7,0.1524,71.3,0.002438510,127.394
514,1000,2.7,0.1524,71.3,0.002438510,128.774
515,1250,2.7,0.1524,71.3,0.002438510,130.144
516,1600,2.7,0.1524,71.3,0.002438510,130.644
517,2000,2.7,0.1524,71.3,0.002438510,130.114
518,2500,2.7,0.1524,71.3,0.002438510,128.334
519,3150,2.7,0.1524,71.3,0.002438510,127.054
520,4000,2.7,0.1524,71.3,0.002438510,126.534
521,5000,2.7,0.1524,71.3,0.002438510,124.364
522,6300,2.7,0.1524,71.3,0.002438510,121.944
523,8000,2.7,0.1524,71.3,0.002438510,120.534
524,10000,2.7,0.1524,71.3,0.002438510,116.724
525,12500,2.7,0.1524,71.3,0.002438510,113.034
526,16000,2.7,0.1524,71.3,0.002438510,110.364
527,500,2.7,0.1524,39.6,0.002948040,121.009
528,630,2.7,0.1524,39.6,0.002948040,125.809
529,800,2.7,0.1524,39.6,0.002948040,128.829
530,1000,2.7,0.1524,39.6,0.002948040,130.589
531,1250,2.7,0.1524,39.6,0.002948040,130.829
532,1600,2.7,0.1524,39.6,0.002948040,130.049
533,2000,2.7,0.1524,39.6,0.002948040,128.139
534,2500,2.7,0.1524,39.6,0.002948040,125.589
535,3150,2.7,0.1524,39.6,0.002948040,122.919
536,4000,2.7,0.1524,39.6,0.002948040,121.889
537,5000,2.7,0.1524,39.6,0.002948040,121.499
538,6300,2.7,0.1524,39.6,0.002948040,119.209
539,8000,2.7,0.1524,39.6,0.002948040,116.659
540,10000,2.7,0.1524,39.6,0.002948040,112.589
541,12500,2.7,0.1524,39.6,0.002948040,108.649
542,400,5.4,0.1524,71.3,0.004011990,124.121
543,500,5.4,0.1524,71.3,0.004011990,126.291
544,630,5.4,0.1524,71.3,0.004011990,128.971
545,800,5.4,0.1524,71.3,0.004011990,131.281
546,1000,5.4,0.1524,71.3,0.004011990,133.201
547,1250,5.4,0.1524,71.3,0.004011990,134.111
548,1600,5.4,0.1524,71.3,0.004011990,133.241
549,2000,5.4,0.1524,71.3,0.004011990,131.111
550,2500,5.4,0.1524,71.3,0.004011990,127.591
551,3150,5.4,0.1524,71.3,0.004011990,123.311
552,4000,5.4,0.1524,71.3,0.004011990,121.431
553,5000,5.4,0.1524,71.3,0.004011990,120.061
554,6300,5.4,0.1524,71.3,0.004011990,116.411
555,400,5.4,0.1524,55.5,0.004332880,126.807
556,500,5.4,0.1524,55.5,0.004332880,129.367
557,630,5.4,0.1524,55.5,0.004332880,131.807
558,800,5.4,0.1524,55.5,0.004332880,133.097
559,1000,5.4,0.1524,55.5,0.004332880,132.127
560,1250,5.4,0.1524,55.5,0.004332880,130.777
561,1600,5.4,0.1524,55.5,0.004332880,130.567
562,2000,5.4,0.1524,55.5,0.004332880,128.707
563,2500,5.4,0.1524,55.5,0.004332880,124.077
564,3150,5.4,0.1524,55.5,0.004332880,121.587
565,4000,5.4,0.1524,55.5,0.004332880,119.737
566,5000,5.4,0.1524,55.5,0.004332880,118.757
567,6300,5.4,0.1524,55.5,0.004332880,117.287
568,8000,5.4,0.1524,55.5,0.004332880,114.927
569,315,5.4,0.1524,39.6,0.004850290,125.347
570,400,5.4,0.1524,39.6,0.004850290,127.637
571,500,5.4,0.1524,39.6,0.004850290,129.937
572,630,5.4,0.1524,39.6,0.004850290,132.357
573,800,5.4,0.1524,39.6,0.004850290,132.757
574,1000,5.4,0.1524,39.6,0.004850290,130.507
575,1250,5.4,0.1524,39.6,0.004850290,127.117
576,1600,5.4,0.1524,39.6,0.004850290,126.267
577,2000,5.4,0.1524,39.6,0.004850290,124.647
578,2500,5.4,0.1524,39.6,0.004850290,120.497
579,3150,5.4,0.1524,39.6,0.004850290,119.137
580,4000,5.4,0.1524,39.6,0.004850290,117.137
581,5000,5.4,0.1524,39.6,0.004850290,117.037
582,6300,5.4,0.1524,39.6,0.004850290,116.677
583,315,5.4,0.1524,31.7,0.005254740,125.741
584,400,5.4,0.1524,31.7,0.005254740,127.781
585,500,5.4,0.1524,31.7,0.005254740,129.681
586,630,5.4,0.1524,31.7,0.005254740,131.471
587,800,5.4,0.1524,31.7,0.005254740,131.491
588,1000,5.4,0.1524,31.7,0.005254740,128.241
589,1250,5.4,0.1524,31.7,0.005254740,123.991
590,1600,5.4,0.1524,31.7,0.005254740,123.761
591,2000,5.4,0.1524,31.7,0.005254740,122.771
592,2500,5.4,0.1524,31.7,0.005254740,119.151
593,3150,5.4,0.1524,31.7,0.005254740,118.291
594,4000,5.4,0.1524,31.7,0.005254740,116.181
595,5000,5.4,0.1524,31.7,0.005254740,115.691
596,6300,5.4,0.1524,31.7,0.005254740,115.591
597,315,7.2,0.1524,71.3,0.007520390,128.713
598,400,7.2,0.1524,71.3,0.007520390,130.123
599,500,7.2,0.1524,71.3,0.007520390,132.043
600,630,7.2,0.1524,71.3,0.007520390,134.853
601,800,7.2,0.1524,71.3,0.007520390,136.023
602,1000,7.2,0.1524,71.3,0.007520390,134.273
603,1250,7.2,0.1524,71.3,0.007520390,132.513
604,1600,7.2,0.1524,71.3,0.007520390,130.893
605,2000,7.2,0.1524,71.3,0.007520390,128.643
606,2500,7.2,0.1524,71.3,0.007520390,124.353
607,3150,7.2,0.1524,71.3,0.007520390,116.783
608,4000,7.2,0.1524,71.3,0.007520390,119.343
609,5000,7.2,0.1524,71.3,0.007520390,118.343
610,6300,7.2,0.1524,71.3,0.007520390,116.603
611,8000,7.2,0.1524,71.3,0.007520390,113.333
612,10000,7.2,0.1524,71.3,0.007520390,110.313
613,250,7.2,0.1524,39.6,0.009091750,127.488
614,315,7.2,0.1524,39.6,0.009091750,130.558
615,400,7.2,0.1524,39.6,0.009091750,132.118
616,500,7.2,0.1524,39.6,0.009091750,132.658
617,630,7.2,0.1524,39.6,0.009091750,133.198
618,800,7.2,0.1524,39.6,0.009091750,132.358
619,1000,7.2,0.1524,39.6,0.009091750,128.338
620,1250,7.2,0.1524,39.6,0.009091750,122.428
621,1600,7.2,0.1524,39.6,0.009091750,120.058
622,2000,7.2,0.1524,39.6,0.009091750,120.228
623,2500,7.2,0.1524,39.6,0.009091750,117.478
624,3150,7.2,0.1524,39.6,0.009091750,111.818
625,4000,7.2,0.1524,39.6,0.009091750,114.258
626,5000,7.2,0.1524,39.6,0.009091750,113.288
627,6300,7.2,0.1524,39.6,0.009091750,112.688
628,8000,7.2,0.1524,39.6,0.009091750,111.588
629,10000,7.2,0.1524,39.6,0.009091750,110.868
630,200,9.9,0.1524,71.3,0.019300100,134.319
631,250,9.9,0.1524,71.3,0.019300100,135.329
632,315,9.9,0.1524,71.3,0.019300100,135.459
633,400,9.9,0.1524,71.3,0.019300100,135.079
634,500,9.9,0.1524,71.3,0.019300100,131.279
635,630,9.9,0.1524,71.3,0.019300100,129.889
636,800,9.9,0.1524,71.3,0.019300100,128.879
637,1000,9.9,0.1524,71.3,0.019300100,126.349
638,1250,9.9,0.1524,71.3,0.019300100,122.679
639,1600,9.9,0.1524,71.3,0.019300100,121.789
640,2000,9.9,0.1524,71.3,0.019300100,120.779
641,2500,9.9,0.1524,71.3,0.019300100,119.639
642,3150,9.9,0.1524,71.3,0.019300100,116.849
643,4000,9.9,0.1524,71.3,0.019300100,115.079
644,5000,9.9,0.1524,71.3,0.019300100,114.569
645,6300,9.9,0.1524,71.3,0.019300100,112.039
646,200,9.9,0.1524,55.5,0.020843800,131.955
647,250,9.9,0.1524,55.5,0.020843800,133.235
648,315,9.9,0.1524,55.5,0.020843800,132.355
649,400,9.9,0.1524,55.5,0.020843800,131.605
650,500,9.9,0.1524,55.5,0.020843800,127.815
651,630,9.9,0.1524,55.5,0.020843800,127.315
652,800,9.9,0.1524,55.5,0.020843800,126.565
653,1000,9.9,0.1524,55.5,0.020843800,124.665
654,1250,9.9,0.1524,55.5,0.020843800,121.635
655,1600,9.9,0.1524,55.5,0.020843800,119.875
656,2000,9.9,0.1524,55.5,0.020843800,119.505
657,2500,9.9,0.1524,55.5,0.020843800,118.365
658,3150,9.9,0.1524,55.5,0.020843800,115.085
659,4000,9.9,0.1524,55.5,0.020843800,112.945
660,5000,9.9,0.1524,55.5,0.020843800,112.065
661,6300,9.9,0.1524,55.5,0.020843800,110.555
662,200,9.9,0.1524,39.6,0.023332800,127.315
663,250,9.9,0.1524,39.6,0.023332800,128.335
664,315,9.9,0.1524,39.6,0.023332800,128.595
665,400,9.9,0.1524,39.6,0.023332800,128.345
666,500,9.9,0.1524,39.6,0.023332800,126.835
667,630,9.9,0.1524,39.6,0.023332800,126.465
668,800,9.9,0.1524,39.6,0.023332800,126.345
669,1000,9.9,0.1524,39.6,0.023332800,123.835
670,1250,9.9,0.1524,39.6,0.023332800,120.555
671,1600,9.9,0.1524,39.6,0.023332800,118.545
672,2000,9.9,0.1524,39.6,0.023332800,117.925
673,2500,9.9,0.1524,39.6,0.023332800,116.295
674,3150,9.9,0.1524,39.6,0.023332800,113.525
675,4000,9.9,0.1524,39.6,0.023332800,112.265
676,5000,9.9,0.1524,39.6,0.023332800,111.135
677,6300,9.9,0.1524,39.6,0.023332800,109.885
678,200,9.9,0.1524,31.7,0.025278500,127.299
679,250,9.9,0.1524,31.7,0.025278500,128.559
680,315,9.9,0.1524,31.7,0.025278500,128.809
681,400,9.9,0.1524,31.7,0.025278500,128.939
682,500,9.9,0.1524,31.7,0.025278500,127.179
683,630,9.9,0.1524,31.7,0.025278500,126.049
684,800,9.9,0.1524,31.7,0.025278500,125.539
685,1000,9.9,0.1524,31.7,0.025278500,122.149
686,1250,9.9,0.1524,31.7,0.025278500,118.619
687,1600,9.9,0.1524,31.7,0.025278500,117.119
688,2000,9.9,0.1524,31.7,0.025278500,116.859
689,2500,9.9,0.1524,31.7,0.025278500,114.729
690,3150,9.9,0.1524,31.7,0.025278500,112.209
691,4000,9.9,0.1524,31.7,0.025278500,111.459
692,5000,9.9,0.1524,31.7,0.025278500,109.949
693,6300,9.9,0.1524,31.7,0.025278500,108.689
694,200,12.6,0.1524,71.3,0.048315900,128.354
695,250,12.6,0.1524,71.3,0.048315900,129.744
696,315,12.6,0.1524,71.3,0.048315900,128.484
697,400,12.6,0.1524,71.3,0.048315900,127.094
698,500,12.6,0.1524,71.3,0.048315900,121.664
699,630,12.6,0.1524,71.3,0.048315900,123.304
700,800,12.6,0.1524,71.3,0.048315900,123.054
701,1000,12.6,0.1524,71.3,0.048315900,122.044
702,1250,12.6,0.1524,71.3,0.048315900,120.154
703,1600,12.6,0.1524,71.3,0.048315900,120.534
704,2000,12.6,0.1524,71.3,0.048315900,117.504
705,2500,12.6,0.1524,71.3,0.048315900,115.234
706,3150,12.6,0.1524,71.3,0.048315900,113.334
707,4000,12.6,0.1524,71.3,0.048315900,108.034
708,5000,12.6,0.1524,71.3,0.048315900,108.034
709,6300,12.6,0.1524,71.3,0.048315900,107.284
710,200,12.6,0.1524,39.6,0.058411300,114.750
711,250,12.6,0.1524,39.6,0.058411300,115.890
712,315,12.6,0.1524,39.6,0.058411300,116.020
713,400,12.6,0.1524,39.6,0.058411300,115.910
714,500,12.6,0.1524,39.6,0.058411300,114.900
715,630,12.6,0.1524,39.6,0.058411300,116.550
716,800,12.6,0.1524,39.6,0.058411300,116.560
717,1000,12.6,0.1524,39.6,0.058411300,114.670
718,1250,12.6,0.1524,39.6,0.058411300,112.160
719,1600,12.6,0.1524,39.6,0.058411300,110.780
720,2000,12.6,0.1524,39.6,0.058411300,109.520
721,2500,12.6,0.1524,39.6,0.058411300,106.880
722,3150,12.6,0.1524,39.6,0.058411300,106.260
723,4000,12.6,0.1524,39.6,0.058411300,104.500
724,5000,12.6,0.1524,39.6,0.058411300,104.130
725,6300,12.6,0.1524,39.6,0.058411300,103.380
726,800,0.0,0.0508,71.3,0.000740478,130.960
727,1000,0.0,0.0508,71.3,0.000740478,129.450
728,1250,0.0,0.0508,71.3,0.000740478,128.560
729,1600,0.0,0.0508,71.3,0.000740478,129.680
730,2000,0.0,0.0508,71.3,0.000740478,131.060
731,2500,0.0,0.0508,71.3,0.000740478,131.310
732,3150,0.0,0.0508,71.3,0.000740478,135.070
733,4000,0.0,0.0508,71.3,0.000740478,134.430
734,5000,0.0,0.0508,71.3,0.000740478,134.430
735,6300,0.0,0.0508,71.3,0.000740478,133.040
736,8000,0.0,0.0508,71.3,0.000740478,130.890
737,10000,0.0,0.0508,71.3,0.000740478,128.740
738,12500,0.0,0.0508,71.3,0.000740478,125.220
739,800,0.0,0.0508,55.5,0.000761930,124.336
740,1000,0.0,0.0508,55.5,0.000761930,125.586
741,1250,0.0,0.0508,55.5,0.000761930,127.076
742,1600,0.0,0.0508,55.5,0.000761930,128.576
743,2000,0.0,0.0508,55.5,0.000761930,131.456
744,2500,0.0,0.0508,55.5,0.000761930,133.956
745,3150,0.0,0.0508,55.5,0.000761930,134.826
746,4000,0.0,0.0508,55.5,0.000761930,134.946
747,5000,0.0,0.0508,55.5,0.000761930,134.556
748,6300,0.0,0.0508,55.5,0.000761930,132.796
749,8000,0.0,0.0508,55.5,0.000761930,130.156
750,10000,0.0,0.0508,55.5,0.000761930,127.636
751,12500,0.0,0.0508,55.5,0.000761930,125.376
752,800,0.0,0.0508,39.6,0.000791822,126.508
753,1000,0.0,0.0508,39.6,0.000791822,127.638
754,1250,0.0,0.0508,39.6,0.000791822,129.148
755,1600,0.0,0.0508,39.6,0.000791822,130.908
756,2000,0.0,0.0508,39.6,0.000791822,132.918
757,2500,0.0,0.0508,39.6,0.000791822,134.938
758,3150,0.0,0.0508,39.6,0.000791822,135.938
759,4000,0.0,0.0508,39.6,0.000791822,135.308
760,5000,0.0,0.0508,39.6,0.000791822,134.308
761,6300,0.0,0.0508,39.6,0.000791822,131.918
762,8000,0.0,0.0508,39.6,0.000791822,128.518
763,10000,0.0,0.0508,39.6,0.000791822,125.998
764,12500,0.0,0.0508,39.6,0.000791822,123.988
765,800,0.0,0.0508,31.7,0.000812164,122.790
766,1000,0.0,0.0508,31.7,0.000812164,126.780
767,1250,0.0,0.0508,31.7,0.000812164,129.270
768,1600,0.0,0.0508,31.7,0.000812164,131.010
769,2000,0.0,0.0508,31.7,0.000812164,133.010
770,2500,0.0,0.0508,31.7,0.000812164,134.870
771,3150,0.0,0.0508,31.7,0.000812164,135.490
772,4000,0.0,0.0508,31.7,0.000812164,134.110
773,5000,0.0,0.0508,31.7,0.000812164,133.230
774,6300,0.0,0.0508,31.7,0.000812164,130.340
775,8000,0.0,0.0508,31.7,0.000812164,126.590
776,10000,0.0,0.0508,31.7,0.000812164,122.450
777,12500,0.0,0.0508,31.7,0.000812164,119.070
778,1600,4.2,0.0508,71.3,0.001427880,124.318
779,2000,4.2,0.0508,71.3,0.001427880,129.848
780,2500,4.2,0.0508,71.3,0.001427880,131.978
781,3150,4.2,0.0508,71.3,0.001427880,133.728
782,4000,4.2,0.0508,71.3,0.001427880,133.598
783,5000,4.2,0.0508,71.3,0.001427880,132.828
784,6300,4.2,0.0508,71.3,0.001427880,129.308
785,8000,4.2,0.0508,71.3,0.001427880,125.268
786,10000,4.2,0.0508,71.3,0.001427880,121.238
787,12500,4.2,0.0508,71.3,0.001427880,117.328
788,1000,4.2,0.0508,39.6,0.001526890,125.647
789,1250,4.2,0.0508,39.6,0.001526890,128.427
790,1600,4.2,0.0508,39.6,0.001526890,130.197
791,2000,4.2,0.0508,39.6,0.001526890,132.587
792,2500,4.2,0.0508,39.6,0.001526890,133.847
793,3150,4.2,0.0508,39.6,0.001526890,133.587
794,4000,4.2,0.0508,39.6,0.001526890,131.807
795,5000,4.2,0.0508,39.6,0.001526890,129.777
796,6300,4.2,0.0508,39.6,0.001526890,125.717
797,8000,4.2,0.0508,39.6,0.001526890,120.397
798,10000,4.2,0.0508,39.6,0.001526890,116.967
799,800,8.4,0.0508,71.3,0.005295140,127.556
800,1000,8.4,0.0508,71.3,0.005295140,129.946
801,1250,8.4,0.0508,71.3,0.005295140,132.086
802,1600,8.4,0.0508,71.3,0.005295140,133.846
803,2000,8.4,0.0508,71.3,0.005295140,134.476
804,2500,8.4,0.0508,71.3,0.005295140,134.226
805,3150,8.4,0.0508,71.3,0.005295140,131.966
806,4000,8.4,0.0508,71.3,0.005295140,126.926
807,5000,8.4,0.0508,71.3,0.005295140,121.146
808,400,8.4,0.0508,55.5,0.005448540,121.582
809,500,8.4,0.0508,55.5,0.005448540,123.742
810,630,8.4,0.0508,55.5,0.005448540,126.152
811,800,8.4,0.0508,55.5,0.005448540,128.562
812,1000,8.4,0.0508,55.5,0.005448540,130.722
813,1250,8.4,0.0508,55.5,0.005448540,132.252
814,1600,8.4,0.0508,55.5,0.005448540,133.032
815,2000,8.4,0.0508,55.5,0.005448540,133.042
816,2500,8.4,0.0508,55.5,0.005448540,131.542
817,3150,8.4,0.0508,55.5,0.005448540,128.402
818,4000,8.4,0.0508,55.5,0.005448540,122.612
819,5000,8.4,0.0508,55.5,0.005448540,115.812
820,400,8.4,0.0508,39.6,0.005662290,120.015
821,500,8.4,0.0508,39.6,0.005662290,122.905
822,630,8.4,0.0508,39.6,0.005662290,126.045
823,800,8.4,0.0508,39.6,0.005662290,128.435
824,1000,8.4,0.0508,39.6,0.005662290,130.195
825,1250,8.4,0.0508,39.6,0.005662290,131.205
826,1600,8.4,0.0508,39.6,0.005662290,130.965
827,2000,8.4,0.0508,39.6,0.005662290,129.965
828,2500,8.4,0.0508,39.6,0.005662290,127.465
829,3150,8.4,0.0508,39.6,0.005662290,123.965
830,4000,8.4,0.0508,39.6,0.005662290,118.955
831,400,8.4,0.0508,31.7,0.005807760,120.076
832,500,8.4,0.0508,31.7,0.005807760,122.966
833,630,8.4,0.0508,31.7,0.005807760,125.856
834,800,8.4,0.0508,31.7,0.005807760,128.246
835,1000,8.4,0.0508,31.7,0.005807760,129.516
836,1250,8.4,0.0508,31.7,0.005807760,130.156
837,1600,8.4,0.0508,31.7,0.005807760,129.296
838,2000,8.4,0.0508,31.7,0.005807760,127.686
839,2500,8.4,0.0508,31.7,0.005807760,125.576
840,3150,8.4,0.0508,31.7,0.005807760,122.086
841,4000,8.4,0.0508,31.7,0.005807760,118.106
842,200,11.2,0.0508,71.3,0.014072000,125.941
843,250,11.2,0.0508,71.3,0.014072000,127.101
844,315,11.2,0.0508,71.3,0.014072000,128.381
845,400,11.2,0.0508,71.3,0.014072000,129.281
846,500,11.2,0.0508,71.3,0.014072000,130.311
847,630,11.2,0.0508,71.3,0.014072000,133.611
848,800,11.2,0.0508,71.3,0.014072000,136.031
849,1000,11.2,0.0508,71.3,0.014072000,136.941
850,1250,11.2,0.0508,71.3,0.014072000,136.191
851,1600,11.2,0.0508,71.3,0.014072000,135.191
852,2000,11.2,0.0508,71.3,0.014072000,133.311
853,2500,11.2,0.0508,71.3,0.014072000,130.541
854,3150,11.2,0.0508,71.3,0.014072000,127.141
855,4000,11.2,0.0508,71.3,0.014072000,122.471
856,200,11.2,0.0508,39.6,0.015047800,125.010
857,250,11.2,0.0508,39.6,0.015047800,126.430
858,315,11.2,0.0508,39.6,0.015047800,128.990
859,400,11.2,0.0508,39.6,0.015047800,130.670
860,500,11.2,0.0508,39.6,0.015047800,131.960
861,630,11.2,0.0508,39.6,0.015047800,133.130
862,800,11.2,0.0508,39.6,0.015047800,133.790
863,1000,11.2,0.0508,39.6,0.015047800,132.430
864,1250,11.2,0.0508,39.6,0.015047800,130.050
865,1600,11.2,0.0508,39.6,0.015047800,126.540
866,2000,11.2,0.0508,39.6,0.015047800,124.420
867,2500,11.2,0.0508,39.6,0.015047800,122.170
868,3150,11.2,0.0508,39.6,0.015047800,119.670
869,4000,11.2,0.0508,39.6,0.015047800,115.520
870,200,15.4,0.0508,71.3,0.026426900,123.595
871,250,15.4,0.0508,71.3,0.026426900,124.835
872,315,15.4,0.0508,71.3,0.026426900,126.195
873,400,15.4,0.0508,71.3,0.026426900,126.805
874,500,15.4,0.0508,71.3,0.026426900,127.285
875,630,15.4,0.0508,71.3,0.026426900,129.645
876,800,15.4,0.0508,71.3,0.026426900,131.515
877,1000,15.4,0.0508,71.3,0.026426900,131.865
878,1250,15.4,0.0508,71.3,0.026426900,130.845
879,1600,15.4,0.0508,71.3,0.026426900,130.065
880,2000,15.4,0.0508,71.3,0.026426900,129.285
881,2500,15.4,0.0508,71.3,0.026426900,127.625
882,3150,15.4,0.0508,71.3,0.026426900,125.715
883,4000,15.4,0.0508,71.3,0.026426900,122.675
884,5000,15.4,0.0508,71.3,0.026426900,119.135
885,6300,15.4,0.0508,71.3,0.026426900,115.215
886,8000,15.4,0.0508,71.3,0.026426900,112.675
887,200,15.4,0.0508,55.5,0.027192500,122.940
888,250,15.4,0.0508,55.5,0.027192500,124.170
889,315,15.4,0.0508,55.5,0.027192500,125.390
890,400,15.4,0.0508,55.5,0.027192500,126.500
891,500,15.4,0.0508,55.5,0.027192500,127.220
892,630,15.4,0.0508,55.5,0.027192500,129.330
893,800,15.4,0.0508,55.5,0.027192500,130.430
894,1000,15.4,0.0508,55.5,0.027192500,130.400
895,1250,15.4,0.0508,55.5,0.027192500,130.000
896,1600,15.4,0.0508,55.5,0.027192500,128.200
897,2000,15.4,0.0508,55.5,0.027192500,127.040
898,2500,15.4,0.0508,55.5,0.027192500,125.630
899,3150,15.4,0.0508,55.5,0.027192500,123.460
900,4000,15.4,0.0508,55.5,0.027192500,120.920
901,5000,15.4,0.0508,55.5,0.027192500,117.110
902,6300,15.4,0.0508,55.5,0.027192500,112.930
903,200,15.4,0.0508,39.6,0.028259300,121.783
904,250,15.4,0.0508,39.6,0.028259300,122.893
905,315,15.4,0.0508,39.6,0.028259300,124.493
906,400,15.4,0.0508,39.6,0.028259300,125.353
907,500,15.4,0.0508,39.6,0.028259300,125.963
908,630,15.4,0.0508,39.6,0.028259300,127.443
909,800,15.4,0.0508,39.6,0.028259300,128.423
910,1000,15.4,0.0508,39.6,0.028259300,127.893
911,1250,15.4,0.0508,39.6,0.028259300,126.743
912,1600,15.4,0.0508,39.6,0.028259300,124.843
913,2000,15.4,0.0508,39.6,0.028259300,123.443
914,2500,15.4,0.0508,39.6,0.028259300,122.413
915,3150,15.4,0.0508,39.6,0.028259300,120.513
916,4000,15.4,0.0508,39.6,0.028259300,118.113
917,5000,15.4,0.0508,39.6,0.028259300,114.453
918,6300,15.4,0.0508,39.6,0.028259300,109.663
919,200,15.4,0.0508,31.7,0.028985300,119.975
920,250,15.4,0.0508,31.7,0.028985300,121.225
921,315,15.4,0.0508,31.7,0.028985300,122.845
922,400,15.4,0.0508,31.7,0.028985300,123.705
923,500,15.4,0.0508,31.7,0.028985300,123.695
924,630,15.4,0.0508,31.7,0.028985300,124.685
925,800,15.4,0.0508,31.7,0.028985300,125.555
926,1000,15.4,0.0508,31.7,0.028985300,124.525
927,1250,15.4,0.0508,31.7,0.028985300,123.255
928,1600,15.4,0.0508,31.7,0.028985300,121.485
929,2000,15.4,0.0508,31.7,0.028985300,120.835
930,2500,15.4,0.0508,31.7,0.028985300,119.945
931,3150,15.4,0.0508,31.7,0.028985300,118.045
932,4000,15.4,0.0508,31.7,0.028985300,115.635
933,5000,15.4,0.0508,31.7,0.028985300,112.355
934,6300,15.4,0.0508,31.7,0.028985300,108.185
935,200,19.7,0.0508,71.3,0.034118300,118.005
936,250,19.7,0.0508,71.3,0.034118300,119.115
937,315,19.7,0.0508,71.3,0.034118300,121.235
938,400,19.7,0.0508,71.3,0.034118300,123.865
939,500,19.7,0.0508,71.3,0.034118300,126.995
940,630,19.7,0.0508,71.3,0.034118300,128.365
941,800,19.7,0.0508,71.3,0.034118300,124.555
942,1000,19.7,0.0508,71.3,0.034118300,121.885
943,1250,19.7,0.0508,71.3,0.034118300,121.485
944,1600,19.7,0.0508,71.3,0.034118300,120.575
945,2000,19.7,0.0508,71.3,0.034118300,120.055
946,2500,19.7,0.0508,71.3,0.034118300,118.385
947,3150,19.7,0.0508,71.3,0.034118300,116.225
948,4000,19.7,0.0508,71.3,0.034118300,113.045
949,200,19.7,0.0508,39.6,0.036484000,125.974
950,250,19.7,0.0508,39.6,0.036484000,127.224
951,315,19.7,0.0508,39.6,0.036484000,129.864
952,400,19.7,0.0508,39.6,0.036484000,130.614
953,500,19.7,0.0508,39.6,0.036484000,128.444
954,630,19.7,0.0508,39.6,0.036484000,120.324
955,800,19.7,0.0508,39.6,0.036484000,119.174
956,1000,19.7,0.0508,39.6,0.036484000,118.904
957,1250,19.7,0.0508,39.6,0.036484000,118.634
958,1600,19.7,0.0508,39.6,0.036484000,117.604
959,2000,19.7,0.0508,39.6,0.036484000,117.724
960,2500,19.7,0.0508,39.6,0.036484000,116.184
961,3150,19.7,0.0508,39.6,0.036484000,113.004
962,4000,19.7,0.0508,39.6,0.036484000,108.684
963,2500,0.0,0.0254,71.3,0.000400682,133.707
964,3150,0.0,0.0254,71.3,0.000400682,137.007
965,4000,0.0,0.0254,71.3,0.000400682,138.557
966,5000,0.0,0.0254,71.3,0.000400682,136.837
967,6300,0.0,0.0254,71.3,0.000400682,134.987
968,8000,0.0,0.0254,71.3,0.000400682,129.867
969,10000,0.0,0.0254,71.3,0.000400682,130.787
970,12500,0.0,0.0254,71.3,0.000400682,133.207
971,16000,0.0,0.0254,71.3,0.000400682,130.477
972,20000,0.0,0.0254,71.3,0.000400682,123.217
973,2000,0.0,0.0254,55.5,0.000412290,127.623
974,2500,0.0,0.0254,55.5,0.000412290,130.073
975,3150,0.0,0.0254,55.5,0.000412290,130.503
976,4000,0.0,0.0254,55.5,0.000412290,133.223
977,5000,0.0,0.0254,55.5,0.000412290,135.803
978,6300,0.0,0.0254,55.5,0.000412290,136.103
979,8000,0.0,0.0254,55.5,0.000412290,136.163
980,10000,0.0,0.0254,55.5,0.000412290,134.563
981,12500,0.0,0.0254,55.5,0.000412290,131.453
982,16000,0.0,0.0254,55.5,0.000412290,125.683
983,20000,0.0,0.0254,55.5,0.000412290,121.933
984,1600,0.0,0.0254,39.6,0.000428464,124.156
985,2000,0.0,0.0254,39.6,0.000428464,130.026
986,2500,0.0,0.0254,39.6,0.000428464,131.836
987,3150,0.0,0.0254,39.6,0.000428464,133.276
988,4000,0.0,0.0254,39.6,0.000428464,135.346
989,5000,0.0,0.0254,39.6,0.000428464,136.536
990,6300,0.0,0.0254,39.6,0.000428464,136.826
991,8000,0.0,0.0254,39.6,0.000428464,135.866
992,10000,0.0,0.0254,39.6,0.000428464,133.376
993,12500,0.0,0.0254,39.6,0.000428464,129.116
994,16000,0.0,0.0254,39.6,0.000428464,124.986
995,1000,0.0,0.0254,31.7,0.000439472,125.127
996,1250,0.0,0.0254,31.7,0.000439472,127.947
997,1600,0.0,0.0254,31.7,0.000439472,129.267
998,2000,0.0,0.0254,31.7,0.000439472,130.697
999,2500,0.0,0.0254,31.7,0.000439472,132.897
1000,3150,0.0,0.0254,31.7,0.000439472,135.227
1001,4000,0.0,0.0254,31.7,0.000439472,137.047
1002,5000,0.0,0.0254,31.7,0.000439472,138.607
1003,6300,0.0,0.0254,31.7,0.000439472,138.537
1004,8000,0.0,0.0254,31.7,0.000439472,137.207
1005,10000,0.0,0.0254,31.7,0.000439472,134.227
1006,12500,0.0,0.0254,31.7,0.000439472,128.977
1007,16000,0.0,0.0254,31.7,0.000439472,125.627
