avg_capital_seq,spam
1664,2.143,0
1665,3.000,0
1666,3.857,1
1667,2.440,1
1668,2.111,1
1669,2.319,0
1670,2.315,1
1671,1.416,1
1672,14.619,1
1673,4.031,1
1674,2.428,0
1675,2.976,0
1676,9.428,1
1677,1.406,0
1678,1.494,1
1679,1.550,1
1680,1.357,1
1681,1.000,0
1682,3.500,0
1683,2.312,0
1684,1.000,0
1685,1.800,0
1686,1.800,0
1687,2.103,1
1688,3.138,1
1689,5.114,1
1690,4.391,1
1691,4.750,1
1692,1.666,0
1693,1.677,0
1694,2.646,0
1695,4.047,1
1696,3.461,0
1697,5.802,0
1698,1.347,0
1699,4.541,1
1700,1.785,0
1701,1.212,0
1702,5.888,0
1703,1.379,1
1704,2.076,0
1705,4.984,0
1706,4.472,0
1707,1.000,0
1708,1.538,0
1709,1.400,0
1710,1.000,0
1711,1.955,0
1712,2.982,0
1713,1.214,1
1714,4.250,0
1715,1.666,0
1716,1.702,0
1717,2.275,0
1718,1.857,0
1719,4.257,0
1720,9.827,1
1721,1.071,0
1722,2.875,0
1723,4.923,1
1724,4.971,1
1725,8.550,1
1726,2.344,0
1727,1.000,0
1728,295.000,1
1729,6.612,1
1730,3.043,0
1731,1.636,0
1732,2.353,1
1733,2.909,1
1734,1.494,1
1735,1.000,0
1736,4.500,1
1737,2.080,1
1738,2.525,0
1739,17.481,1
1740,3.552,0
1741,2.638,0
1742,1.647,0
1743,11.320,1
1744,3.225,1
1745,4.307,1
1746,2.419,0
1747,2.037,0
1748,2.755,1
1749,3.446,1
1750,2.102,0
1751,1.147,0
1752,5.300,1
1753,1.500,0
1754,1.796,1
1755,3.305,1
1756,1.400,1
1757,6.800,1
1758,1.803,0
1759,1.000,0
1760,5.323,1
1761,2.363,0
1762,4.070,1
1763,2.454,0
1764,4.818,1
1765,3.488,1
1766,1.862,1
1767,3.535,1
1768,1.000,0
1769,1.000,0
1770,4.166,1
1771,3.478,0
1772,1.583,0
1773,7.192,1
1774,1.773,1
1775,1.627,0
1776,3.129,0
1777,1.387,0
1778,3.294,1
1779,1.326,0
1780,1.736,0
1781,3.895,1
1782,1.057,0
1783,1.477,1
1784,6.652,1
1785,1.781,1
1786,1.825,0
1787,1.789,0
1788,1.590,0
1789,1.494,1
1790,1.823,0
1791,1.111,0
1792,2.000,0
1793,1.833,0
1794,2.351,0
1795,1.551,0
1796,4.771,0
1797,2.414,0
1798,2.017,0
1799,1.000,0
1800,4.070,1
1801,1.800,0
1802,2.894,0
1803,1.000,0
1804,2.161,0
1805,2.284,0
1806,6.652,1
1807,3.857,1
1808,3.400,1
1809,2.520,1
1810,3.333,0
1811,2.000,0
1812,2.000,0
1813,7.550,1
1814,2.548,0
1815,3.065,1
1816,1.250,0
1817,1.000,0
1818,3.750,1
1819,1.000,0
1820,2.083,1
1821,2.714,0
1822,1.666,0
1823,19.260,1
1824,2.866,1
1825,2.333,0
1826,1.564,0
1827,3.000,0
1828,1.615,0
1829,1.679,0
1830,1.888,0
1831,2.447,0
1832,3.851,1
1833,3.115,1
1834,1.666,0
1835,1.461,0
1836,1.775,0
1837,1.000,0
1838,1.000,0
1839,5.792,1
1840,6.134,1
1841,2.333,0
1842,1.966,0
1843,2.000,1
1844,2.886,1
1845,3.418,1
1846,2.716,0
1847,2.632,1
1848,1.863,0
1849,1.888,0
1850,1.307,0
1851,2.336,1
1852,105.800,1
1853,2.333,0
1854,1.000,0
1855,1.955,0
1856,1.000,0
1857,5.114,1
1858,1.433,0
1859,2.225,0
1860,2.059,0
1861,4.500,1
1862,4.337,1
1863,1.250,0
1864,3.195,0
1865,2.666,0
1866,2.500,0
1867,1.962,0
1868,1.347,0
1869,3.322,1
1870,1.537,1
1871,1.000,0
1872,3.891,1
1873,2.161,0
1874,3.454,1
1875,5.567,1
1876,1.940,1
1877,1.283,1
1878,2.934,1
1879,2.724,0
1880,4.320,1
1881,2.623,1
1882,2.333,0
1883,2.593,0
1884,3.000,1
1885,2.777,1
1886,1.000,0
1887,6.333,0
1888,8.192,1
1889,1.758,0
1890,5.323,1
1891,1.833,0
1892,4.450,1
1893,5.960,1
1894,9.200,1
1895,1.000,0
1896,1.000,0
1897,1.714,0
1898,1.000,0
1899,1.259,0
1900,11.000,1
1901,1.806,0
1902,4.000,1
1903,1.787,0
1904,3.337,1
1905,1.515,0
1906,1.571,0
1907,9.052,1
1908,2.150,1
1909,5.633,0
1910,1.285,0
1911,1.666,0
1912,1.500,0
1913,5.793,1
1914,1.411,0
1915,5.607,1
1916,1.468,0
1917,1.000,0
1918,1.842,0
1919,1.466,0
1920,1.226,0
1921,2.090,0
1922,1.100,0
1923,2.000,1
1924,3.322,0
1925,16.418,1
1926,3.725,1
1927,2.280,0
1928,1.333,0
1929,2.000,0
1930,1.714,1
1931,10.036,0
1932,4.230,0
1933,3.500,1
1934,3.702,1
1935,2.161,0
1936,2.350,0
1937,3.446,1
1938,1.181,0
1939,3.541,0
1940,2.432,0
1941,2.652,1
1942,1.500,0
1943,2.695,0
1944,1.566,0
1945,2.326,1
1946,5.792,1
1947,6.294,1
1948,5.301,1
1949,2.833,0
1950,4.665,0
1951,2.677,0
1952,5.456,1
1953,1.785,0
1954,1.000,0
1955,1.100,1
1956,2.125,0
1957,5.454,1
1958,2.277,0
1959,1.727,0
1960,1.600,0
1961,1.777,0
1962,3.787,1
1963,8.761,0
1964,2.178,0
1965,3.037,0
1966,1.772,0
1967,2.285,0
1968,3.275,0
1969,1.818,0
1970,2.391,0
1971,1.714,0
1972,4.634,0
1973,2.689,1
1974,3.833,1
1975,2.777,1
1976,1.800,0
1977,8.161,1
1978,13.500,1
1979,1.117,1
1980,1.632,0
1981,3.697,1
1982,1.500,0
1983,2.258,0
1984,1.997,0
1985,3.280,1
1986,2.688,0
1987,1.600,1
1988,1.166,0
1989,1.983,0
1990,1.625,0
1991,4.333,1
1992,2.236,0
1993,2.556,0
1994,2.329,1
1995,9.100,1
1996,1.705,0
1997,2.676,1
1998,1.541,0
1999,1.000,0
2000,1.000,0
2001,1.085,0
2002,1.416,0
2003,1.666,0
2004,5.108,1
2005,1.000,0
2006,2.121,0
2007,1.800,0
2008,16.217,1
2009,4.596,1
2010,4.226,0
2011,2.466,1
2012,1.670,1
2013,8.523,1
2014,1.863,0
2015,8.000,1
2016,3.160,1
2017,1.600,0
2018,2.591,1
2019,7.588,0
2020,4.375,0
2021,1.380,0
2022,1.586,0
2023,1.538,0
2024,2.057,0
2025,2.166,0
2026,1.906,0
2027,6.518,1
2028,2.608,0
2029,13.562,0
2030,2.614,1
2031,2.969,0
2032,2.333,1
2033,5.415,1
2034,1.966,1
2035,1.695,0
2036,5.083,1
2037,2.037,0
2038,1.800,0
2039,1.166,0
2040,1.714,0
2041,3.389,1
2042,2.120,0
2043,5.175,1
2044,2.000,0
2045,1.461,0
2046,2.156,1
2047,2.000,0
2048,1.404,0
2049,3.111,1
2050,2.386,0
2051,1.794,0
2052,3.333,0
2053,2.658,0
2054,2.200,1
2055,7.464,0
2056,17.952,0
2057,2.260,1
2058,10.625,1
2059,3.242,0
2060,2.554,0
2061,1.800,0
2062,1.583,0
2063,2.555,1
2064,1.600,0
2065,1.263,0
2066,1.470,0
2067,5.778,1
2068,2.466,0
2069,1.064,1
2070,2.569,1
2071,1.181,1
2072,1.750,0
2073,239.571,1
2074,2.666,1
2075,1.222,0
2076,1.294,1
2077,1.409,0
2078,2.571,0
2079,1.000,0
2080,1.000,0
2081,6.789,1
2082,1.000,0
2083,1.636,0
2084,1.000,0
2085,1.540,1
2086,1.437,1
2087,2.326,0
2088,1.360,0
2089,2.878,1
2090,6.683,1
2091,2.571,1
2092,2.222,0
2093,1.222,0
2094,3.121,0
2095,1.800,0
2096,1.428,0
2097,4.807,0
2098,1.142,0
2099,1.652,0
2100,3.166,1
2101,1.918,0
2102,2.472,0
2103,1.000,0
2104,3.705,1
2105,3.000,0
2106,2.470,1
2107,1.729,1
2108,1.800,0
2109,2.692,1
2110,1.062,0
2111,2.714,0
2112,3.179,0
2113,4.770,1
2114,9.601,1
2115,4.689,1
2116,1.523,0
2117,1.500,0
2118,7.887,1
2119,1.647,0
2120,1.592,0
2121,2.593,1
2122,2.056,0
2123,2.285,0
2124,3.441,0
2125,5.070,0
2126,1.500,0
2127,1.000,0
2128,1.655,0
2129,1.641,0
2130,3.809,1
2131,3.400,1
2132,1.531,0
2133,1.666,0
2134,1.800,0
2135,2.333,0
2136,2.468,0
2137,2.000,1
2138,2.345,1
2139,1.333,1
2140,3.454,0
2141,1.866,0
2142,6.266,1
2143,1.000,0
2144,3.015,1
2145,1.000,0
2146,3.862,0
2147,1.500,1
2148,1.291,0
2149,1.222,0
2150,2.069,0
2151,3.519,1
2152,1.333,0
2153,1.423,1
2154,5.708,1
2155,1.388,1
2156,1.664,0
2157,3.461,0
2158,1.681,0
2159,2.973,1
2160,3.000,1
2161,1.000,0
2162,3.552,0
2163,11.735,1
2164,2.588,0
2165,3.706,1
2166,15.333,0
2167,1.000,0
2168,1.640,0
2169,1.000,0
2170,1.500,0
2171,2.342,0
2172,26.500,1
2173,3.382,1
2174,5.850,1
2175,1.494,1
2176,2.440,0
2177,1.166,0
2178,1.000,0
2179,3.125,0
2180,2.294,0
2181,1.728,1
2182,5.189,0
2183,1.000,0
2184,1.166,0
2185,2.444,1
2186,20.000,1
2187,1.400,0
2188,1.545,0
2189,7.512,1
2190,4.000,1
2191,1.727,0
2192,2.119,0
2193,3.286,1
2194,3.368,0
2195,3.076,1
2196,1.086,0
2197,3.133,0
2198,1.638,0
2199,1.848,0
2200,1.685,0
2201,1.000,0
2202,1.000,0
2203,1.200,0
2204,6.055,1
2205,69.727,1
2206,1.611,0
2207,1.688,1
2208,7.202,1
2209,5.274,1
2210,1.461,0
2211,2.259,0
2212,7.651,1
2213,2.604,0
2214,19.234,1
2215,3.976,1
2216,5.000,1
2217,4.160,1
2218,1.976,0
2219,1.263,0
2220,1.625,0
2221,2.470,1
2222,2.367,0
2223,4.181,1
2224,1.166,0
2225,1.800,0
2226,4.909,1
2227,19.482,1
2228,3.278,1
2229,2.590,0
2230,4.000,1
2231,1.797,0
2232,57.230,1
2233,9.781,1
2234,2.184,0
2235,2.600,1
2236,1.272,0
2237,4.195,1
2238,8.166,1
2239,13.820,1
2240,2.071,0
2241,1.666,1
2242,2.586,1
2243,1.792,0
2244,5.538,1
2245,2.481,0
2246,5.375,0
2247,1.857,0
2248,2.623,1
2249,3.052,0
2250,251.000,0
2251,1.000,0
2252,3.789,0
2253,1.428,0
2254,3.816,1
2255,1.666,0
2256,1.583,1
2257,1.866,0
2258,1.320,0
2259,1.696,0
2260,1.890,0
2261,2.807,1
2262,3.250,0
2263,2.847,1
2264,1.752,1
2265,6.652,1
2266,11.066,1
2267,1.461,0
2268,1.900,0
2269,2.496,0
2270,2.460,0
2271,2.282,0
2272,1.000,0
2273,2.892,0
2274,1.542,0
2275,1.571,0
2276,1.526,0
2277,1.000,1
2278,2.315,0
2279,1.500,0
2280,1.379,0
2281,2.285,0
2282,1.745,1
2283,13.235,1
2284,1.324,0
2285,7.000,0
2286,3.166,1
2287,2.210,0
2288,1.000,0
2289,3.875,1
2290,1.961,0
2291,3.509,1
2292,3.015,1
2293,2.333,1
2294,1.784,0
2295,1.937,1
2296,1.275,1
2297,2.417,1
2298,3.314,1
2299,1.533,0
2300,72.000,1
2301,1.823,1
2302,1.058,0
2303,4.319,1
2304,18.400,1
2305,1.535,0
2306,1.464,0
2307,1.000,0
2308,1.131,0
2309,5.918,1
2310,1.200,0
2311,1.979,0
2312,8.323,1
2313,17.952,0
2314,1.000,0
2315,4.533,0
2316,1.000,0
2317,3.851,1
2318,1.392,0
2319,1.455,0
2320,4.829,1
2321,12.904,1
2322,4.325,0
2323,3.401,1
2324,2.000,0
2325,3.153,0
2326,2.094,0
2327,5.196,0
2328,2.444,0
2329,4.947,1
2330,2.280,0
2331,2.506,0
2332,2.133,0
2333,1.729,0
2334,2.204,0
2335,2.000,0
2336,337.250,1
2337,1.827,0
2338,2.794,1
2339,1.133,0
2340,1.735,0
2341,14.818,1
2342,1.740,1
2343,2.215,0
2344,8.550,1
2345,2.000,0
2346,2.083,1
2347,2.928,0
2348,1.000,0
2349,1.000,0
2350,1.000,0
2351,1.750,0
2352,4.333,0
2353,1.476,0
2354,2.178,0
2355,1.166,0
2356,2.852,0
2357,10.068,1
2358,2.300,0
2359,8.972,1
2360,3.178,1
2361,2.318,0
2362,2.647,0
2363,3.637,0
2364,1.738,1
2365,2.500,0
2366,5.210,1
2367,2.293,0
2368,3.971,0
2369,2.200,1
2370,1.884,0
2371,1.857,0
2372,5.608,1
2373,10.159,1
2374,1.574,0
2375,2.973,1
2376,2.529,0
2377,2.373,1
2378,1.873,0
2379,5.985,1
2380,1.974,0
2381,1.125,0
2382,1.897,0
2383,2.130,1
2384,1.923,0
2385,3.333,1
2386,10.375,1
2387,5.538,1
2388,3.304,0
2389,3.215,1
2390,1.769,0
2391,1.911,0
2392,2.534,0
2393,1.000,0
2394,4.047,1
2395,3.716,1
2396,1.833,1
2397,1.000,0
2398,4.500,0
2399,4.308,0
2400,1.777,1
2401,2.441,1
2402,1.120,0
2403,3.932,1
2404,1.829,1
2405,2.187,0
2406,1.000,0
2407,2.230,1
2408,4.230,1
2409,6.233,1
2410,2.000,0
2411,4.022,1
2412,3.106,1
2413,4.928,1
2414,3.782,1
2415,1.000,0
2416,1.000,1
2417,3.837,1
2418,1.114,0
2419,2.000,1
2420,1.500,0
2421,4.438,0
2422,1.250,0
2423,1.820,1
2424,2.309,1
2425,1.000,0
2426,1.972,1
2427,4.228,0
2428,1.285,0
2429,7.561,1
2430,4.512,1
2431,2.050,1
2432,1.142,0
2433,1.372,1
2434,2.802,1
2435,4.160,1
2436,1.000,0
2437,3.973,0
2438,1.494,1
2439,2.016,0
2440,1.000,0
2441,4.945,1
2442,1.560,0
2443,2.576,1
2444,1.386,0
2445,2.747,0
2446,1.318,0
2447,1.000,0
2448,1.220,0
2449,2.025,0
2450,7.205,1
2451,17.074,1
2452,2.725,0
2453,1.095,1
2454,2.440,1
2455,2.576,1
2456,1.131,0
2457,4.446,0
2458,4.275,0
2459,7.178,1
2460,1.800,0
2461,1.250,0
2462,5.695,0
2463,3.291,0
2464,2.810,1
2465,2.922,1
2466,2.269,1
2467,1.857,0
2468,8.550,1
2469,2.368,0
2470,1.518,0
2471,3.965,1
2472,1.505,0
2473,1.160,0
2474,1.375,0
2475,1.692,0
2476,2.156,0
2477,1.335,1
2478,5.428,1
2479,2.220,1
2480,5.607,1
2481,1.210,1
2482,2.695,1
2483,1.692,0
2484,2.604,0
2485,2.132,1
2486,3.168,1
2487,1.111,0
2488,1.750,0
2489,2.000,0
2490,2.595,0
2491,4.180,1
2492,2.600,1
2493,1.250,0
2494,9.560,1
2495,5.000,1
2496,1.843,0
2497,1.833,0
2498,1.790,0
2499,3.937,1
2500,1.380,0
2501,12.430,0
2502,2.204,0
2503,14.283,1
2504,4.722,1
2505,2.000,1
2506,1.250,0
2507,2.165,0
2508,6.770,1
2509,1.800,0
2510,3.888,0
2511,2.216,0
2512,1.000,0
2513,7.857,1
2514,6.266,1
2515,1.000,0
2516,1.938,1
2517,1.600,0
2518,2.797,0
2519,3.807,1
2520,1.482,0
2521,1.444,0
2522,4.211,0
2523,3.168,1
2524,3.166,1
2525,1.651,0
2526,1.000,0
2527,1.564,0
2528,1.800,0
2529,1.967,0
2530,1.307,1
2531,7.180,1
2532,4.215,1
2533,1.983,0
2534,1.870,0
2535,2.360,1
2536,2.108,0
2537,1.000,0
2538,3.950,1
2539,1.500,0
2540,1.836,0
2541,1.000,0
2542,1.000,0
2543,2.666,0
2544,11.687,0
2545,1.000,0
2546,2.472,1
2547,2.222,1
2548,1.000,0
2549,1.451,0
2550,10.372,1
2551,3.280,1
2552,2.101,0
2553,1.100,0
2554,1.592,0
2555,1.895,1
2556,2.363,1
2557,2.000,0
2558,2.450,0
2559,4.123,1
2560,1.166,0
2561,3.041,0
2562,2.934,1
2563,1.285,0
2564,4.971,0
2565,5.328,1
2566,1.812,0
2567,1.000,0
2568,1.000,0
2569,1.780,0
2570,2.520,0
2571,16.826,1
2572,1.433,0
2573,1.647,0
2574,4.225,1
2575,2.068,0
2576,26.405,1
2577,3.794,1
2578,1.000,0
2579,6.266,1
2580,5.038,1
2581,1.837,0
2582,1.000,0
2583,4.555,1
2584,1.800,0
2585,1.712,0
2586,2.090,1
2587,1.414,0
2588,3.390,1
2589,3.100,0
2590,1.214,0
2591,1.142,0
2592,7.478,1
2593,2.972,0
2594,10.692,1
2595,1.000,0
2596,3.482,0
2597,3.964,1
2598,18.000,0
2599,2.272,0
2600,3.888,0
2601,1.000,0
2602,3.178,0
2603,2.621,0
2604,2.403,1
2605,7.258,1
2606,1.206,1
2607,1.608,0
2608,1.760,0
2609,5.236,1
2610,1.000,0
2611,1.979,0
2612,1.375,1
2613,3.340,0
2614,86.650,1
2615,2.962,0
2616,1.610,0
2617,1.066,0
2618,1.617,1
2619,2.776,0
2620,2.470,1
2621,1.000,0
2622,1.000,0
2623,6.404,1
2624,1.000,0
2625,3.222,0
2626,1.600,0
2627,3.800,1
2628,1.742,0
2629,1.000,0
2630,2.085,0
2631,2.349,1
2632,1.518,1
2633,2.250,1
2634,1.915,1
2635,1.266,1
2636,1.768,0
2637,7.497,1
2638,1.750,0
2639,1.000,0
2640,2.538,0
2641,1.341,0
2642,1.429,0
2643,3.921,1
2644,4.818,1
2645,1.000,0
2646,1.800,1
2647,4.000,1
2648,3.250,0
2649,1.425,0
2650,2.227,0
2651,2.666,1
2652,4.652,1
2653,1.419,1
2654,1.770,0
2655,2.923,1
2656,2.038,0
2657,1.974,0
2658,2.068,0
2659,1.800,0
2660,1.222,0
2661,2.100,0
2662,3.627,0
2663,4.666,0
2664,4.341,0
2665,5.659,1
2666,1.866,0
2667,2.187,0
2668,1.428,0
2669,1.931,0
2670,1.578,0
2671,3.809,1
2672,3.509,1
2673,2.336,1
2674,1.000,0
2675,1.857,0
2676,2.508,0
2677,2.166,0
2678,13.820,1
2679,3.259,1
2680,1.533,0
2681,4.137,1
2682,1.482,0
2683,2.000,0
2684,1.494,1
2685,1.666,1
2686,6.364,1
2687,2.201,0
2688,1.480,1
2689,5.888,0
2690,3.772,0
2691,2.376,1
2692,5.454,1
2693,3.317,0
2694,2.442,0
2695,1.423,1
2696,1.000,0
2697,2.321,0
2698,8.550,1
2699,3.849,1
2700,2.350,1
2701,2.333,0
2702,1.411,0
2703,7.277,1
2704,1.214,0
2705,1.000,0
2706,3.173,0
2707,1.125,0
2708,2.000,0
2709,2.110,1
2710,2.222,0
2711,5.558,1
2712,1.137,0
2713,2.230,0
2714,2.960,1
2715,1.000,0
2716,2.000,0
2717,1.200,0
2718,14.580,1
2719,5.114,1
2720,1.125,0
2721,3.401,1
2722,2.117,0
2723,173.000,1
2724,1.688,1
2725,1.000,0
2726,1.080,0
2727,2.145,0
2728,1.000,0
2729,1.000,0
2730,1.111,0
2731,2.153,1
2732,1.588,0
2733,5.787,1
2734,2.666,0
2735,1.000,0
2736,4.892,1
2737,2.825,1
2738,13.333,0
2739,2.166,0
2740,4.391,1
2741,2.438,1
2742,1.800,0
2743,2.313,0
2744,1.000,0
2745,2.425,0
2746,1.800,0
2747,2.112,0
2748,1.666,1
2749,3.904,0
2750,10.578,1
2751,1.333,1
2752,3.890,1
2753,3.317,1
2754,1.000,0
2755,2.950,1
2756,1.000,0
2757,2.542,0
2758,6.423,0
2759,1.384,0
2760,6.186,0
2761,3.613,1
2762,2.000,0
2763,4.512,1
2764,18.000,0
2765,2.853,0
2766,8.500,1
2767,5.038,1
2768,2.917,1
2769,1.000,0
2770,4.608,0
2771,2.813,1
2772,2.333,1
2773,1.000,0
2774,3.200,1
2775,1.684,0
2776,3.184,1
2777,1.375,0
2778,4.160,1
2779,10.409,0
2780,2.000,0
2781,1.333,0
2782,3.968,0
2783,3.626,1
2784,9.640,1
2785,1.250,0
2786,2.394,0
2787,1.500,0
2788,5.888,0
2789,2.142,0
2790,1.300,0
2791,6.937,1
2792,2.604,1
2793,4.273,1
2794,2.818,1
2795,1.458,0
2796,3.333,1
2797,2.250,1
2798,3.545,1
2799,7.300,1
2800,1.853,0
2801,1.000,0
2802,1.000,0
2803,2.850,0
2804,3.689,1
2805,4.295,1
2806,1.962,0
2807,1.870,0
2808,5.016,0
2809,1.826,1
2810,86.700,1
2811,2.350,1
2812,2.701,0
2813,3.600,0
2814,1.510,0
2815,1.616,0
2816,1.961,1
2817,1.500,0
2818,2.136,0
2819,1.500,0
2820,5.000,0
2821,5.500,0
2822,3.989,0
2823,6.091,1
2824,18.000,0
2825,2.587,0
2826,1.698,0
2827,1.903,0
2828,1.600,0
2829,1.333,0
2830,1.300,0
2831,6.823,0
2832,2.738,0
2833,1.541,0
2834,1.000,0
2835,1.700,1
2836,8.550,1
2837,1.687,0
2838,2.548,1
2839,2.324,1
2840,32.142,1
2841,2.634,0
2842,8.445,1
2843,2.125,0
2844,1.666,0
2845,2.450,0
2846,3.125,0
2847,3.333,0
2848,4.000,0
2849,6.800,1
2850,1.843,0
2851,1.000,0
2852,3.697,1
2853,1.477,1
2854,3.697,1
2855,1.047,0
2856,1.000,0
2857,1.000,0
2858,8.375,1
2859,2.492,1
2860,2.482,0
2861,2.900,1
2862,2.451,0
2863,2.733,0
2864,4.368,0
2865,1.384,0
2866,2.224,0
2867,9.269,1
2868,2.000,0
2869,3.122,0
2870,1.000,0
2871,1.285,0
2872,3.000,0
2873,2.300,1
2874,1.769,0
2875,2.000,0
2876,2.455,1
2877,8.517,1
2878,6.584,1
2879,2.255,0
2880,2.473,0
2881,4.792,1
2882,2.200,0
2883,1.285,1
2884,2.000,0
2885,9.100,1
2886,2.034,0
2887,3.125,0
2888,6.395,1
2889,3.230,1
2890,1.166,0
2891,3.816,1
2892,1.597,1
2893,1.800,0
2894,1.913,0
2895,1.142,0
2896,1.047,0
2897,2.826,0
2898,2.473,0
2899,3.428,1
2900,2.818,0
2901,1.206,0
2902,1.250,0
2903,2.238,0
2904,4.113,0
2905,1.000,0
2906,1.437,0
2907,1.840,0
2908,8.207,1
2909,1.980,1
2910,1.292,0
2911,1.600,1
2912,21.428,1
2913,2.777,1
2914,3.414,1
2915,2.531,1
2916,1.153,1
2917,4.200,1
2918,3.103,0
2919,3.086,0
2920,2.068,0
2921,2.161,0
2922,2.888,0
2923,1.000,0
2924,5.335,1
2925,9.266,1
2926,57.076,1
2927,589.000,1
2928,8.777,1
2929,2.342,0
2930,2.238,0
2931,1.545,0
2932,2.895,0
2933,2.160,0
2934,3.272,1
2935,4.911,1
2936,8.781,1
2937,2.441,1
2938,1.891,1
2939,1.800,0
2940,3.607,1
2941,1.333,0
2942,2.166,0
2943,5.291,0
2944,2.575,0
2945,5.216,1
2946,3.682,0
2947,4.157,1
2948,5.331,0
2949,2.555,0
2950,3.363,1
2951,2.230,0
2952,1.214,0
2953,1.000,0
2954,2.674,0
2955,1.945,0
2956,1.940,1
2957,1.571,0
2958,1.600,0
2959,3.547,0
2960,2.059,0
2961,2.105,0
2962,1.792,0
2963,2.750,0
2964,3.923,0
2965,8.550,1
2966,3.439,1
2967,2.361,0
2968,3.400,0
2969,1.000,0
2970,3.390,1
2971,1.000,0
2972,5.130,1
2973,1.973,0
2974,1.813,0
2975,1.818,1
2976,2.333,0
2977,1.720,0
2978,2.000,0
2979,2.000,0
2980,2.266,0
2981,1.642,0
2982,6.096,0
2983,107.400,1
2984,2.125,0
2985,18.370,1
2986,1.142,0
2987,4.913,1
2988,2.217,1
2989,1.727,0
2990,7.300,1
2991,3.105,1
2992,2.441,1
2993,3.714,0
2994,2.686,1
2995,4.093,0
2996,4.466,1
2997,3.369,0
2998,3.591,1
2999,2.150,0
3000,2.050,0
3001,3.521,1
3002,1.714,0
3003,3.333,0
3004,1.600,0
3005,1.515,1
3006,1.800,0
3007,5.928,1
3008,1.790,0
3009,2.016,0
3010,3.983,0
3011,2.391,0
3012,1.574,0
3013,3.230,1
3014,2.440,0
3015,3.121,1
3016,1.000,0
3017,4.754,1
3018,4.066,1
3019,4.493,1
3020,1.676,1
3021,1.741,1
3022,1.000,0
3023,2.250,0
3024,3.000,1
3025,1.766,1
3026,16.826,1
3027,1.673,0
3028,3.199,1
3029,5.241,1
3030,1.838,0
3031,1.969,0
3032,1.142,0
3033,5.709,1
3034,2.341,0
3035,4.735,1
3036,1.952,0
3037,1.000,0
3038,1.600,0
3039,2.673,0
3040,2.444,1
3041,8.666,1
3042,1.576,0
3043,2.383,1
3044,3.617,0
3045,1.409,0
3046,1.800,0
3047,3.587,0
3048,3.184,1
3049,2.955,1
3050,1.754,0
3051,1.233,0
3052,2.283,1
3053,2.790,0
3054,3.304,0
3055,2.333,0
3056,2.000,0
3057,2.450,0
3058,2.750,1
3059,2.468,0
3060,2.156,0
3061,3.372,0
3062,14.619,1
3063,3.809,1
3064,1.275,0
3065,1.666,0
3066,2.950,0
3067,7.416,0
3068,1.000,0
3069,1.000,0
3070,1.611,0
3071,3.500,0
3072,1.387,0
3073,12.064,1
3074,1.727,1
3075,2.848,0
3076,2.074,1
3077,1.745,0
3078,1.111,0
3079,1.641,0
3080,1.000,0
3081,5.872,1
3082,1.785,0
3083,1.580,0
3084,4.791,0
3085,1.750,0
3086,3.000,0
3087,1.276,0
3088,2.953,0
3089,3.922,1
3090,2.638,0
3091,1.055,1
3092,1.500,0
3093,1.393,0
3094,2.021,1
3095,2.375,1
3096,3.979,1
3097,1.760,0
3098,1.068,0
3099,2.500,0
3100,2.779,1
3101,4.122,0
3102,4.000,1
3103,1.617,0
3104,1.777,0
3105,1.000,0
3106,1.569,0
3107,5.428,1
3108,2.600,0
3109,1.104,0
3110,2.531,0
3111,2.034,0
3112,1.833,0
3113,1.750,0
3114,5.610,0
3115,1.669,0
3116,10.000,0
3117,2.058,0
3118,2.944,1
3119,2.101,1
3120,1.912,0
3121,3.564,1
3122,5.582,1
3123,1.000,1
3124,6.110,1
3125,2.352,0
3126,1.285,0
3127,5.328,1
3128,1.000,0
3129,1.000,0
3130,1.687,0
3131,1.250,0
3132,2.519,0
3133,5.500,0
3134,1.363,0
3135,1.784,0
3136,3.702,1
3137,2.769,1
3138,1.203,0
3139,4.319,1
3140,2.239,0
3141,2.588,0
3142,2.900,1
3143,2.517,1
3144,2.166,0
3145,5.870,1
3146,1.153,0
3147,2.653,0
3148,50.000,0
3149,1.000,0
3150,4.281,1
3151,4.070,1
3152,2.833,0
3153,3.384,1
3154,1.300,0
3155,1.842,0
3156,3.333,0
3157,4.350,1
3158,1.000,0
3159,4.128,0
3160,1.717,0
3161,4.277,1
3162,2.487,0
3163,9.500,1
3164,16.304,1
3165,2.464,0
3166,1.725,0
3167,1.661,1
3168,1.489,0
3169,4.551,1
3170,2.322,1
3171,4.947,1
3172,1.279,0
3173,3.189,0
3174,6.510,0
3175,5.754,0
3176,1.531,1
3177,4.024,1
3178,1.823,0
3179,6.125,1
3180,5.555,0
3181,3.545,1
3182,5.683,1
3183,2.232,0
3184,1.115,0
3185,1.785,0
3186,2.179,1
3187,4.411,0
3188,4.020,1
3189,1.775,1
3190,2.692,0
3191,2.343,0
3192,6.813,1
3193,10.366,1
3194,1.615,0
3195,2.916,0
3196,5.403,1
3197,2.016,1
3198,1.769,0
3199,2.302,1
3200,1.320,1
3201,5.759,1
3202,3.361,1
3203,3.475,0
3204,5.886,1
3205,4.818,1
3206,6.166,1
3207,25.812,0
3208,1.978,0
3209,3.281,1
3210,1.410,0
3211,2.428,1
3212,2.090,1
3213,1.523,0
3214,3.214,0
3215,2.352,0
3216,4.230,1
3217,1.140,0
